Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2016,Tot_Dsg_Unts_2016,Tot_Clms_2016,Avg_Spnd_Per_Dsg_Unt_Wghtd_2016,Avg_Spnd_Per_Clm_2016,Outlier_Flag_2016,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Avg_Spnd_Per_Dsg_Unt_Wghtd_2017,Avg_Spnd_Per_Clm_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Outlier_Flag_2020,Chg_Avg_Spnd_Per_Dsg_Unt_19_20,CAGR_Avg_Spnd_Per_Dsg_Unt_16_20
"Betaxolol HCl*","Betaxolol HCl",4,Overall,"$134,991.45","68,005","3,213",$4.60,$42.01,0,"$146,043.40","76,187","3,493",$4.41,$41.81,0,"$139,378.35","78,785","3,379",$4.11,$41.25,0,"$129,269.23","$71,720.00","2,855",$4.11,$45.28,0,"$142,027.19","70,767","2,874",$4.72,$49.42,0,14.91%,0.61%
"Betaxolol HCl*","Betaxolol HCl",1,Sandoz,"$14,489.21","1,570",225,$9.23,$64.40,1,"$11,634.48","1,275",206,$9.13,$56.48,0,"$24,658.13","2,815",387,$8.76,$63.72,0,"$52,601.42","$5,995.00",804,$8.77,$65.42,0,"$73,316.36","8,220","1,112",$8.92,$65.93,0,1.65%,-0.85%
"Betaxolol HCl*","Betaxolol HCl",1,"KVK-Tech, Inc.","$32,888.94","39,227","1,159",$0.82,$28.38,0,"$34,793.01","41,412","1,242",$0.82,$28.01,0,"$31,736.23","42,353","1,157",$0.73,$27.43,0,"$34,168.12","$42,142.00","1,106",$0.79,$30.89,0,"$33,374.34","43,074",995,$0.75,$33.54,0,-5.02%,-2.06%
"Betaxolol HCl*","Betaxolol HCl",1,"Epic Pharma LLC","$14,792.44","19,028",555,$0.77,$26.65,0,"$19,359.56","24,402",688,$0.79,$28.14,0,"$19,389.77","26,106",760,$0.73,$25.51,0,"$14,657.32","$20,272.00",540,$0.72,$27.14,0,"$12,091.61","16,668",457,$0.71,$26.46,0,-0.78%,-2.06%
"Betaxolol HCl*","Betaxolol HCl",1,"Akorn Inc.","$72,820.86","8,180","1,274",$8.90,$57.16,0,"$80,256.35","9,098","1,357",$8.82,$59.14,0,"$63,594.22","7,511","1,075",$8.47,$59.16,0,"$27,842.37","$3,311.00",405,$8.41,$68.75,0,"$23,244.88","2,805",310,$8.29,$74.98,0,-1.45%,-1.77%
"Bethanechol Chloride","Bethanechol Chloride",6,Overall,"$1,250,606.00","2,072,833.778","28,896",$0.61,$43.28,0,"$1,729,829.78","3,147,695.006","44,484",$0.56,$38.89,0,"$1,523,823.06","3,219,579.058","44,020",$0.49,$34.62,0,"$1,476,677.02","$3,125,991.06","44,387",$0.48,$33.27,0,"$1,330,668.35","2,975,112.286","42,622",$0.47,$31.22,0,-0.29%,-6.48%
"Bethanechol Chloride","Bethanechol Chloride",1,"Upsher Smith La",,,,,,,"$284,445.97","501,026.192","8,277",$0.58,$34.37,0,"$286,829.51","547,541.726","8,676",$0.53,$33.06,0,"$456,688.48","$957,879.38","14,237",$0.48,$32.08,0,"$427,397.11","992,104.406","14,577",$0.44,$29.32,0,-8.87%,-9.25%
"Bethanechol Chloride","Bethanechol Chloride",1,"Teva USA",,,,,,,"$158,585.91","305,402.753","4,235",$0.53,$37.45,0,"$136,859.63","287,161.638","4,054",$0.49,$33.76,0,"$141,711.90","$300,742.96","4,181",$0.48,$33.89,0,"$33,310.19","72,885.572","1,278",$0.46,$26.06,0,-3.99%,-4.31%
"Bethanechol Chloride","Bethanechol Chloride",1,"Rising Pharm","$148,238.71","250,577.21","3,117",$0.59,$47.56,0,"$241,373.69","413,410.145","5,368",$0.59,$44.97,0,"$212,593.04","464,905.326","5,946",$0.46,$35.75,0,"$103,092.62","$213,251.30","3,159",$0.49,$32.63,0,"$6,517.19","10,724.159",199,$0.70,$32.75,1,43.25%,4.34%
"Bethanechol Chloride","Bethanechol Chloride",1,"Lannett Co. Inc","$157,283.06","234,136.478","3,011",$0.68,$52.24,0,"$204,823.46","322,721.052","4,469",$0.63,$45.83,0,"$154,569.07","281,236.634","3,989",$0.56,$38.75,0,"$66,230.27","$150,712.18","2,007",$0.53,$33.00,0,"$102,308.91","147,442.231","3,223",$0.77,$31.74,0,45.52%,3.42%
"Bethanechol Chloride","Bethanechol Chloride",1,"Eci Pharmaceuti",,,,,,,,,,,,,,,,,,,,,,,,,"$22,408.05","53,002.2",653,$0.42,$34.32,0,,0.00%
"Bethanechol Chloride","Bethanechol Chloride",1,"Amneal Pharmace","$945,084.23","1,588,120.09","22,768",$0.60,$41.51,0,"$840,600.75","1,605,134.864","22,135",$0.52,$37.98,0,"$732,971.81","1,638,733.734","21,355",$0.46,$34.32,0,"$708,953.75","$1,503,405.24","20,803",$0.48,$34.08,0,"$738,726.90","1,698,953.718","22,692",$0.44,$32.55,0,-8.98%,-7.54%
Bethkis,Tobramycin,1,Overall,"$28,551,264.22","1,135,648","5,819",$25.14,"$4,906.56",0,"$27,260,088.28","1,090,184","6,015",$25.01,"$4,532.02",0,"$28,729,060.49","1,178,864","6,125",$24.37,"$4,690.46",0,"$30,428,676.83","$1,154,382.00","5,749",$26.36,"$5,292.86",0,"$28,527,269.96","1,080,828","5,273",$26.39,"$5,410.06",0,8.16%,1.22%
Bethkis,Tobramycin,1,"Chiesi USA, Inc","$28,551,264.22","1,135,648","5,819",$25.14,"$4,906.56",0,"$27,260,088.28","1,090,184","6,015",$25.01,"$4,532.02",0,"$28,729,060.49","1,178,864","6,125",$24.37,"$4,690.46",0,"$30,428,676.83","$1,154,382.00","5,749",$26.36,"$5,292.86",0,"$28,527,269.96","1,080,828","5,273",$26.39,"$5,410.06",0,0.13%,1.22%
"Betoptic S","Betaxolol HCl",1,Overall,"$553,727.01","19,922","1,857",$27.79,$298.18,0,"$541,549.24","18,637","1,754",$29.06,$308.75,0,"$501,175.64","16,690","1,548",$30.03,$323.76,0,"$427,556.03","$14,130.00","1,326",$30.26,$322.44,0,"$350,493.14","11,520","1,048",$30.42,$334.44,0,0.77%,2.29%
"Betoptic S","Betaxolol HCl",1,Alcon/Novartis,"$553,727.01","19,922","1,857",$27.79,$298.18,0,"$541,549.24","18,637","1,754",$29.06,$308.75,0,"$501,175.64","16,690","1,548",$30.03,$323.76,0,"$427,556.03","$14,130.00","1,326",$30.26,$322.44,0,"$350,493.14","11,520","1,048",$30.42,$334.44,0,0.55%,2.29%
"Bevespi Aerosphere","Glycopyrrolate/Formoterol Fum",1,Overall,,,,,,,"$1,103,020.56","35,468.397","3,306",$31.10,$333.64,0,"$8,099,764.45","260,108.4","24,291",$31.14,$333.45,0,"$13,756,888.91","$426,878.00","40,108",$32.23,$343.00,0,"$21,600,480.56","641,219.5","59,091",$33.69,$365.55,0,4.53%,2.70%
"Bevespi Aerosphere","Glycopyrrolate/Formoterol Fum",1,Astrazeneca,,,,,,,"$1,103,020.56","35,468.397","3,306",$31.10,$333.64,0,"$8,099,764.45","260,108.4","24,291",$31.14,$333.45,0,"$13,756,888.91","$426,878.00","40,108",$32.23,$343.00,0,"$21,600,480.56","641,219.5","59,091",$33.69,$365.55,0,4.53%,2.70%
Bexarotene,Bexarotene,5,Overall,"$8,836,606.21","41,433",367,$213.57,"$24,077.95",0,"$9,912,854.88","51,665",469,$191.96,"$21,136.15",0,"$8,379,822.79","52,460",463,$158.82,"$18,098.97",1,"$5,311,826.91","$41,309.00",373,$129.50,"$14,240.82",1,"$6,946,202.90","60,830",521,$113.89,"$13,332.44",0,-12.06%,-14.55%
Bexarotene,Bexarotene,1,"Upsher-Smith La",,,,,,,,,,,,,"$666,709.43","3,980",30,$167.51,"$22,223.65",1,"$1,360,088.50","$9,260.00",80,$146.88,"$17,001.11",1,"$800,323.45","5,590",42,$143.17,"$19,055.32",1,-2.52%,-7.55%
Bexarotene,Bexarotene,1,"Oceanside Pharm","$321,394.38","1,866",14,$172.24,"$22,956.74",1,"$3,645,403.64","20,108",180,$181.29,"$20,252.24",0,"$5,351,594.17","34,394",310,$155.60,"$17,263.21",0,"$1,517,413.51","$10,518.00",105,$144.27,"$14,451.56",0,"$2,577,205.08","16,830",138,$153.13,"$18,675.40",0,6.14%,-2.90%
Bexarotene,Bexarotene,1,Mylan,"$8,515,211.83","39,567",353,$215.21,"$24,122.41",0,"$6,267,451.24","31,557",289,$198.61,"$21,686.68",0,"$2,296,036.60","13,246",112,$173.34,"$20,500.33",0,"$995,755.37","$7,187.00",67,$138.55,"$14,862.02",1,"$1,559,146.72","13,682",130,$113.96,"$11,993.44",0,-17.75%,-14.70%
Bexarotene,Bexarotene,1,"Amneal Pharmace",,,,,,,,,,,,,,,,,,,"$1,132,176.63","$8,434.00",71,$134.24,"$15,946.15",1,"$1,055,806.89","6,660",59,$158.53,"$17,895.03",1,18.09%,18.09%
Bexarotene,Bexarotene,1,"Amerigen Pharma",,,,,,,,,,,,,"$65,482.59",840,11,$77.96,"$5,952.96",1,"$306,392.90","$5,910.00",50,$51.84,"$6,127.86",1,"$953,720.76","18,068",152,$52.79,"$6,274.48",0,1.82%,-17.71%
Beyaz,"Drospir/Eth Estra/Levomefol Ca",1,Overall,"$3,655,741.48","672,770.32","19,547",$5.43,$187.02,0,"$1,505,792.04","230,643.276","5,738",$6.53,$262.42,0,"$1,046,227.11","142,311.68","3,120",$7.35,$335.33,0,"$939,551.84","$122,368.41","2,474",$7.68,$379.77,0,"$763,516.24","97,198.766","2,066",$7.86,$369.56,0,4.44%,9.65%
Beyaz,"Drospir/Eth Estra/Levomefol Ca",1,"Bayer,Pharm Div","$3,655,741.48","672,770.32","19,547",$5.43,$187.02,0,"$1,505,792.04","230,643.276","5,738",$6.53,$262.42,0,"$1,046,227.11","142,311.68","3,120",$7.35,$335.33,0,"$939,551.84","$122,368.41","2,474",$7.68,$379.77,0,"$763,516.24","97,198.766","2,066",$7.86,$369.56,0,2.31%,9.65%
Biafine,"Emollient Combination No.10",1,Overall,,,,,,,,,,,,,"$3,402.93","8,010",96,$0.42,$35.45,1,"$5,061.64","$5,535.00",53,$0.91,$95.50,1,"$3,329.82","5,415",56,$0.61,$59.46,1,115.25%,20.31%
Biafine,"Emollient Combination No.10",1,Valeant/Bausch,,,,,,,,,,,,,"$3,402.93","8,010",96,$0.42,$35.45,1,"$5,061.64","$5,535.00",53,$0.91,$95.50,1,"$3,329.82","5,415",56,$0.61,$59.46,1,-32.76%,20.31%
Bicalutamide,Bicalutamide,6,Overall,"$489,340.43","624,509","19,934",$0.78,$24.55,0,"$467,699.51","669,485","21,406",$0.70,$21.85,0,"$369,246.90","621,608","19,864",$0.59,$18.59,0,"$343,644.20","$609,553.00","19,530",$0.56,$17.60,0,"$281,103.21","579,681.5","18,150",$0.48,$15.49,0,-5.10%,-11.30%
Bicalutamide,Bicalutamide,1,"Teva USA","$253,822.01","302,285","9,588",$0.84,$26.47,0,"$207,046.60","292,225","9,328",$0.71,$22.20,0,"$114,869.39","192,956","6,017",$0.60,$19.09,0,"$11,436.53","$19,167.00",649,$0.60,$17.62,0,$656.11,"2,306",77,$0.28,$8.52,1,-52.32%,-23.70%
Bicalutamide,Bicalutamide,1,"Sun Pharma Glob","$5,768.89","8,903",295,$0.65,$19.56,0,"$2,501.10","3,723",125,$0.67,$20.01,0,"$35,454.30","61,498","1,989",$0.58,$17.83,0,"$66,010.63","$104,903.00","3,382",$0.63,$19.52,0,"$5,294.97","12,144",407,$0.44,$13.01,0,-30.71%,-9.43%
Bicalutamide,Bicalutamide,1,"Northstar Rx Ll","$97,189.75","125,444","4,011",$0.77,$24.23,0,"$89,805.76","132,806","4,192",$0.68,$21.42,0,"$44,225.28","77,253","2,436",$0.57,$18.15,0,"$35,589.60","$62,355.00","1,892",$0.57,$18.81,0,"$28,130.17","60,861","1,907",$0.46,$14.75,0,-19.02%,-12.11%
Bicalutamide,Bicalutamide,1,"Major Pharmaceu","$4,739.10","6,941",238,$0.68,$19.91,0,"$5,613.73","7,477",260,$0.75,$21.59,0,"$4,930.51","9,286",317,$0.53,$15.55,0,"$20,209.28","$39,632.00","1,305",$0.51,$15.49,0,"$21,785.65","44,936","1,541",$0.48,$14.14,0,-4.92%,-8.20%
Bicalutamide,Bicalutamide,1,"Apotex Corp","$2,177.64","3,538",115,$0.62,$18.94,0,"$1,443.12","1,648",58,$0.88,$24.88,1,$795.85,"1,537",50,$0.52,$15.92,1,$554.16,"$1,036.00",38,$0.53,$14.58,1,$480.10,"1,584",49,$0.30,$9.80,1,-43.34%,-16.23%
Bicalutamide,Bicalutamide,1,"Accord Healthca","$125,643.04","177,398","5,687",$0.71,$22.09,0,"$161,289.20","231,606","7,443",$0.70,$21.67,0,"$168,971.57","279,078","9,055",$0.61,$18.66,0,"$209,844.00","$382,460.00","12,264",$0.55,$17.11,0,"$224,756.21","457,850.5","14,169",$0.49,$15.86,0,-10.53%,-8.76%
"Bicillin C-R","Pen G Benz/Pen G Procaine",1,Overall,"$691,554.67","21,668.849","10,167",$31.90,$68.02,0,"$642,156.52","15,654.72","7,756",$40.97,$82.79,0,"$507,285.76","13,082.521","5,437",$38.78,$93.30,0,"$497,336.89","$11,113.87","5,036",$44.78,$98.76,0,"$315,952.23","5,934.047","2,774",$53.21,$113.90,0,18.82%,13.64%
"Bicillin C-R","Pen G Benz/Pen G Procaine",1,"Pfizer US Pharm","$691,554.67","21,668.849","10,167",$31.90,$68.02,0,"$642,156.52","15,654.72","7,756",$40.97,$82.79,0,"$507,285.76","13,082.521","5,437",$38.78,$93.30,0,"$497,336.89","$11,113.87","5,036",$44.78,$98.76,0,"$315,952.23","5,934.047","2,774",$53.21,$113.90,0,18.82%,13.64%
"Bicillin L-A","Penicillin G Benzathine",1,Overall,"$8,797,208.08","191,551.913","91,721",$44.66,$95.91,0,"$10,520,648.12","190,042.314","89,129",$54.61,$118.04,0,"$11,498,323.11","185,012.109","82,977",$62.12,$138.57,0,"$13,106,835.66","$196,870.31","87,442",$67.12,$149.89,0,"$11,301,748.70","151,461.522","61,205",$73.68,$184.65,0,9.77%,13.33%
"Bicillin L-A","Penicillin G Benzathine",1,"Pfizer US Pharm","$8,797,208.08","191,551.913","91,721",$44.66,$95.91,0,"$10,520,648.12","190,042.314","89,129",$54.61,$118.04,0,"$11,498,323.11","185,012.109","82,977",$62.12,$138.57,0,"$13,106,835.66","$196,870.31","87,442",$67.12,$149.89,0,"$11,301,748.70","151,461.522","61,205",$73.68,$184.65,0,9.77%,13.33%
Bidil,"Isosorbide Dinit/Hydralazine",1,Overall,,,,,,,"$1,906,315.90","607,566.5","7,187",$3.14,$265.25,0,"$1,875,999.02","595,734","6,942",$3.15,$270.24,0,"$2,166,593.85","$652,115.50","7,383",$3.32,$293.46,0,"$2,342,389.62","663,833","7,003",$3.53,$334.48,0,6.21%,3.99%
Bidil,"Isosorbide Dinit/Hydralazine",1,"Arbor Pharmaceu",,,,,,,"$1,906,315.90","607,566.5","7,187",$3.14,$265.25,0,"$1,875,999.02","595,734","6,942",$3.15,$270.24,0,"$2,166,593.85","$652,115.50","7,383",$3.32,$293.46,0,"$2,342,389.62","663,833","7,003",$3.53,$334.48,0,6.21%,3.99%
Bijuva,Estradiol/Progesterone,1,Overall,,,,,,,,,,,,,,,,,,,"$4,830.63",$750.00,22,$6.44,$219.57,1,"$106,002.89","15,030",428,$7.05,$247.67,0,9.50%,9.50%
Bijuva,Estradiol/Progesterone,1,Therapeuticsmd,,,,,,,,,,,,,,,,,,,"$4,830.63",$750.00,22,$6.44,$219.57,1,"$106,002.89","15,030",428,$7.05,$247.67,0,9.50%,9.50%
Biktarvy,"Bictegrav/Emtricit/Tenofov Ala",1,Overall,,,,,,,,,,,,,"$255,822,781.09","2,834,957","93,321",$90.24,"$2,741.32",0,"$1,101,745,885.50","$10,986,043.00","358,647",$100.29,"$3,071.95",0,"$1,730,563,820.70","16,598,026","527,634",$104.26,"$3,279.86",0,11.13%,7.49%
Biktarvy,"Bictegrav/Emtricit/Tenofov Ala",1,"Gilead Sciences",,,,,,,,,,,,,"$255,822,781.09","2,834,957","93,321",$90.24,"$2,741.32",0,"$1,101,745,885.50","$10,986,043.00","358,647",$100.29,"$3,071.95",0,"$1,730,563,820.70","16,598,026","527,634",$104.26,"$3,279.86",0,3.97%,7.49%
Biltricide,Praziquantel,1,Overall,"$1,083,228.66","13,941.917","1,689",$77.70,$641.34,0,"$1,146,827.64","13,774.35","1,866",$83.26,$614.59,0,"$456,359.62","5,784",598,$78.90,$763.14,0,"$51,796.07",$635.00,109,$81.57,$475.19,0,"$26,056.07",324,68,$80.42,$383.18,1,3.38%,0.87%
Biltricide,Praziquantel,1,"Bayer,Pharm Div","$1,083,228.66","13,941.917","1,689",$77.70,$641.34,0,"$1,146,827.64","13,774.35","1,866",$83.26,$614.59,0,"$456,359.62","5,784",598,$78.90,$763.14,0,"$51,796.07",$635.00,109,$81.57,$475.19,0,"$26,056.07",324,68,$80.42,$383.18,1,-1.41%,0.87%
Bimatoprost*,Bimatoprost,5,Overall,"$129,272.14","3,231.5","1,021",$40.00,$126.61,0,"$206,628.27","5,485.8","1,650",$37.90,$125.23,0,"$204,538.98","6,280","1,903",$32.87,$107.48,1,"$297,640.99","$8,717.50","2,863",$34.38,$103.96,0,"$309,204.92","10,183","3,313",$30.44,$93.33,0,4.58%,-6.60%
Bimatoprost*,Bimatoprost,1,"Somerset Therap",,,,,,,,,,,,,,,,,,,"$10,999.70",$332.50,108,$33.08,$101.85,1,"$63,066.41","2,045",634,$30.84,$99.47,1,-6.78%,-6.78%
Bimatoprost*,Bimatoprost,1,Sandoz,,,,,,,"$29,543.09",991,258,$29.81,$114.51,0,"$56,070.46","1,970",502,$28.46,$111.69,1,"$52,982.07","$1,784.50",473,$29.69,$112.01,1,"$32,878.00","1,182",300,$27.82,$109.59,1,-6.31%,-2.28%
Bimatoprost*,Bimatoprost,1,"Lupin Pharmaceu","$129,272.14","3,231.5","1,021",$40.00,$126.61,0,"$177,085.18","4,494.8","1,392",$39.40,$127.22,0,"$146,391.14","4,252.5","1,380",$34.42,$106.08,1,"$108,838.41","$3,003.00","1,050",$36.24,$103.66,0,"$14,215.77",437.5,162,$32.49,$87.75,1,-10.35%,-5.07%
Bimatoprost*,Bimatoprost,1,"Apotex Corp",,,,,,,,,,,,,"$2,077.38",57.5,21,$36.13,$98.92,1,"$122,550.37","$3,535.00","1,211",$34.67,$101.20,0,"$128,760.84","4,236","1,452",$30.40,$88.68,0,-12.32%,-8.27%
Bimatoprost*,Bimatoprost,1,"Alembic Pharmac",,,,,,,,,,,,,,,,,,,"$2,270.44",$62.50,21,$36.33,$108.12,1,"$70,283.90","2,282.5",765,$30.79,$91.87,0,-15.24%,-15.24%
Binosto,"Alendronate Sodium",1,Overall,"$55,819.41","1,277",305,$43.71,$183.01,0,"$54,372.35","1,136",257,$47.86,$211.57,0,"$64,538.82","1,320",320,$48.89,$201.68,0,"$63,098.52","$1,261.00",299,$50.04,$211.03,0,"$12,448.65",276,62,$45.10,$200.78,1,2.34%,0.79%
Binosto,"Alendronate Sodium",1,"Mission Pharm.","$55,819.41","1,277",305,$43.71,$183.01,0,"$54,372.35","1,136",257,$47.86,$211.57,0,"$64,538.82","1,320",320,$48.89,$201.68,0,"$63,098.52","$1,261.00",299,$50.04,$211.03,0,"$12,448.65",276,62,$45.10,$200.78,1,-9.86%,0.79%
Biorphen,"Phenylephrine HCl",1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,$746.44,209,69,$3.57,$10.82,1,,0.00%
Biorphen,"Phenylephrine HCl",1,"Eton Pharmaceut",,,,,,,,,,,,,,,,,,,,,,,,,$746.44,209,69,$3.57,$10.82,1,,0.00%
Biotin,Biotin,3,Overall,$386.26,"1,629",57,$0.23,$6.78,1,$636.85,"3,653",122,$0.17,$5.22,1,"$1,776.04","26,185",733,$0.07,$2.42,1,"$4,164.17","$41,589.00","1,245",$0.11,$3.34,1,"$3,516.36","38,244","1,079",$0.09,$3.26,1,50.15%,-20.59%
Biotin,Biotin,1,Topco,,,,,,,,,,,,,,,,,,,,,,,,,$36.83,630,21,$0.06,$1.75,1,,0.00%
Biotin,Biotin,1,Leader,$84.08,399,23,$0.21,$3.66,1,$233.89,"1,373",53,$0.17,$4.41,1,$476.60,"3,960",154,$0.12,$3.09,1,$837.50,"$4,656.00",239,$0.18,$3.50,1,$324.15,"2,460",75,$0.13,$4.32,1,-26.74%,-11.08%
Biotin,Biotin,1,"Hillestad Pharm",$302.18,"1,230",34,$0.25,$8.89,1,$402.96,"2,280",69,$0.18,$5.84,1,"$1,299.44","22,225",579,$0.06,$2.24,1,"$3,326.67","$36,933.00","1,006",$0.09,$3.31,1,"$3,155.38","35,154",983,$0.09,$3.21,1,-0.35%,-22.25%
Bisacodyl,Bisacodyl,2,Overall,$219.40,"3,192",138,$0.07,$1.59,1,$236.32,"1,033",44,$0.23,$5.37,1,$393.04,"5,404",173,$0.07,$2.27,1,"$1,349.01","$19,596.00",577,$0.09,$2.34,0,"$1,269.12","9,195",383,$0.14,$3.31,0,53.52%,19.53%
Bisacodyl,Bisacodyl,1,"Time-Cap Labs",,,,,,,,,,,,,,,,,,,$742.73,"$4,695.00",249,$0.16,$2.98,0,"$1,050.19","6,685",291,$0.16,$3.61,0,-0.70%,-0.70%
Bisacodyl,Bisacodyl,1,"Pharbest Pharma",$219.40,"3,192",138,$0.07,$1.59,1,$236.32,"1,033",44,$0.23,$5.37,1,$393.04,"5,404",173,$0.07,$2.27,1,$606.28,"$14,901.00",328,$0.04,$1.85,1,$218.93,"2,510",92,$0.09,$2.38,1,114.37%,6.14%
"Bisoprolol Fumarate","Bisoprolol Fumarate",5,Overall,"$1,702,195.90","3,443,072.5","102,957",$0.49,$16.53,0,"$1,875,538.30","4,161,198.5","121,956",$0.45,$15.38,0,"$1,708,220.58","4,656,983.75","132,401",$0.37,$12.90,0,"$2,231,896.08","$4,625,088.50","124,355",$0.48,$17.95,0,"$2,556,634.69","5,281,460","127,914",$0.48,$19.99,0,31.37%,-0.54%
"Bisoprolol Fumarate","Bisoprolol Fumarate",1,"Unichem Pharmac","$539,967.52","1,159,160","33,980",$0.47,$15.89,0,"$675,276.38","1,602,010.5","46,529",$0.42,$14.51,0,"$1,084,859.74","3,057,572.5","86,045",$0.35,$12.61,0,"$1,970,469.49","$4,124,710.50","110,140",$0.48,$17.89,0,"$1,623,101.23","3,517,068","84,466",$0.46,$19.22,0,-3.46%,-0.26%
"Bisoprolol Fumarate","Bisoprolol Fumarate",1,"Trupharma, LLC.",,,,,,,,,,,,,,,,,,,"$149,228.37","$267,455.50","7,232",$0.56,$20.63,0,"$717,933.79","1,313,900","32,251",$0.55,$22.26,0,-2.07%,-2.07%
"Bisoprolol Fumarate","Bisoprolol Fumarate",1,Sandoz,"$707,913.91","1,407,690","42,489",$0.50,$16.66,0,"$700,604.79","1,512,735","44,140",$0.46,$15.87,0,"$185,158.01","504,334.5","14,572",$0.37,$12.71,0,"$44,020.63","$100,888.00","2,923",$0.44,$15.06,0,"$13,640.58","42,389","1,140",$0.32,$11.97,1,-26.30%,-10.54%
"Bisoprolol Fumarate","Bisoprolol Fumarate",1,Mylan,"$444,338.31","856,334.5","25,851",$0.52,$17.19,0,"$499,265.62","1,045,417","31,260",$0.48,$15.97,0,"$437,648.55","1,092,466.75","31,714",$0.40,$13.80,0,"$59,877.26","$111,837.50","3,532",$0.54,$16.95,0,"$19,052.58","38,123","1,042",$0.50,$18.28,0,-6.39%,-0.84%
"Bisoprolol Fumarate","Bisoprolol Fumarate",1,"Aurobindo Pharm","$9,976.16","19,888",637,$0.50,$15.66,0,$391.51,"1,036",27,$0.38,$14.50,1,$554.28,"2,610",70,$0.20,$7.92,1,"$8,300.33","$20,197.00",528,$0.41,$15.72,1,"$182,906.51","369,980","9,015",$0.49,$20.29,0,20.26%,-0.43%
Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,5,Overall,,,,,,,"$706,980.80","4,066,242.5","116,314",$0.17,$6.08,0,"$824,709.00","3,779,947","105,099",$0.22,$7.85,0,"$1,405,022.25","$3,437,498.00","91,178",$0.41,$15.41,0,"$1,551,976.99","3,367,060","79,924",$0.46,$19.42,0,87.39%,38.39%
Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,1,"Unichem Pharmac",,,,,,,"$479,546.48","2,685,092","76,926",$0.18,$6.23,0,"$686,544.51","2,960,724","82,106",$0.23,$8.36,0,"$1,324,126.55","$3,237,262.00","85,900",$0.41,$15.41,0,"$1,187,060.74","2,551,564","61,318",$0.47,$19.36,0,13.71%,37.56%
Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,1,"Teva USA",,,,,,,,,,,,,,,,,,,"$51,265.92","$121,603.00","3,016",$0.42,$17.00,0,"$335,653.43","746,409","17,015",$0.45,$19.73,0,6.63%,6.63%
Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,1,Sandoz,,,,,,,"$16,872.76","93,228","2,680",$0.18,$6.30,0,"$12,387.78","65,076","1,876",$0.19,$6.60,0,"$8,603.90","$25,361.00",733,$0.34,$11.74,0,"$1,975.34","6,870",200,$0.29,$9.88,1,-14.99%,16.74%
Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,1,Mylan,,,,,,,"$210,561.56","1,287,922.5","36,708",$0.16,$5.74,0,"$125,776.71","754,147","21,117",$0.17,$5.96,0,"$21,025.88","$53,272.00","1,529",$0.39,$13.75,0,"$2,280.83","8,925",211,$0.25,$10.81,1,-35.52%,15.95%
Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,1,"Edenbridge Phar",,,,,,,,,,,,,,,,,,,,,,,,,"$25,006.65","53,292","1,180",$0.47,$21.19,0,,0.00%
Bivalirudin,Bivalirudin,10,Overall,"$662,560.49","5,371.264",870,$124.78,$761.56,1,"$2,400,118.19","7,583.775","1,859",$546.82,"$1,291.08",0,"$2,018,292.66","11,669.956","2,152",$522.40,$937.87,1,"$2,751,385.31","$8,021.96","2,274",$735.82,"$1,209.93",1,"$2,243,701.46","8,580.174","1,616",$537.59,"$1,388.43",1,40.86%,44.07%
Bivalirudin,Bivalirudin,1,Sandoz/Novaplus,"$53,952.07",304.343,71,$177.27,$759.89,1,"$92,453.16","1,621.769",123,$57.01,$751.65,1,"$84,892.89",156.799,152,$541.41,$558.51,1,"$72,260.94",$391.88,133,$184.40,$543.32,1,"$23,343.03",832.704,93,$28.03,$251.00,1,-84.80%,-36.94%
Bivalirudin,Bivalirudin,1,Sandoz,"$608,608.42","5,066.921",799,$120.11,$761.71,1,"$888,471.64","1,298.964",844,$683.98,"$1,052.69",1,"$773,476.52","1,058.887",982,$730.46,$787.65,1,"$839,580.05","$1,071.63",954,$783.46,$880.06,1,"$473,407.81",711.161,574,$665.68,$824.75,1,-15.03%,53.43%
Bivalirudin,Bivalirudin,1,"Mylan Instituti",,,,,,,,,,,,,,,,,,,"$27,387.14",$264.01,16,$103.74,"$1,711.70",1,"$11,052.47",628.232,31,$17.59,$356.53,1,-83.04%,-83.04%
